class,filename,has_ruler_gt,attribution
MEL,ISIC_0034934.jpg,True,0.000134
MEL,ISIC_0034949.jpg,True,0.000088
MEL,ISIC_0034959.jpg,True,0.000136
MEL,ISIC_0034988.jpg,True,0.000162
MEL,ISIC_0034998.jpg,True,0.000000
MEL,ISIC_0035089.jpg,True,0.000056
MEL,ISIC_0035130.jpg,True,0.021533
MEL,ISIC_0035139.jpg,True,0.000541
MEL,ISIC_0035224.jpg,True,0.000046
MEL,ISIC_0035229.jpg,True,0.006350
MEL,ISIC_0035263.jpg,True,0.009422
MEL,ISIC_0035271.jpg,True,0.000176
MEL,ISIC_0035345.jpg,True,0.000037
MEL,ISIC_0035406.jpg,True,0.000026
MEL,ISIC_0035414.jpg,True,0.000036
MEL,ISIC_0035525.jpg,True,0.005186
MEL,ISIC_0035558.jpg,True,0.000031
MEL,ISIC_0035606.jpg,True,0.000182
MEL,ISIC_0035653.jpg,True,0.006486
MEL,ISIC_0035720.jpg,True,0.000713
MEL,ISIC_0035736.jpg,True,0.000188
MEL,ISIC_0035756.jpg,True,0.001454
MEL,ISIC_0035764.jpg,True,0.005855
MEL,ISIC_0035819.jpg,True,0.012888
MEL,ISIC_0035827.jpg,True,0.003745
MEL,ISIC_0035902.jpg,True,0.000404
MEL,ISIC_0035920.jpg,True,0.009918
MEL,ISIC_0035934.jpg,True,0.002028
MEL,ISIC_0035997.jpg,True,0.000034
MEL,ISIC_0036026.jpg,True,0.000472
MEL,ISIC_0036029.jpg,True,0.010435
MEL,ISIC_0036034.jpg,True,0.018860
MEL,ISIC_0036056.jpg,True,0.006337
MEL,ISIC_0053520.jpg,True,0.000146
MEL,ISIC_0053525.jpg,True,0.004049
NV,ISIC_0034322.jpg,False,0.000222
NV,ISIC_0034324.jpg,False,0.000081
NV,ISIC_0034325.jpg,False,0.000053
NV,ISIC_0034328.jpg,False,0.000031
NV,ISIC_0034330.jpg,False,0.000045
NV,ISIC_0034331.jpg,False,0.000031
NV,ISIC_0034335.jpg,False,0.000049
NV,ISIC_0034336.jpg,False,0.000051
NV,ISIC_0034337.jpg,False,0.000028
NV,ISIC_0034339.jpg,False,0.000668
NV,ISIC_0034340.jpg,False,0.000006
NV,ISIC_0034341.jpg,False,0.000103
NV,ISIC_0034342.jpg,False,0.000033
NV,ISIC_0034347.jpg,False,0.000039
NV,ISIC_0034348.jpg,False,0.000045
NV,ISIC_0034349.jpg,False,0.000070
NV,ISIC_0034350.jpg,False,0.000093
NV,ISIC_0034351.jpg,False,0.000101
NV,ISIC_0034352.jpg,False,0.000038
NV,ISIC_0034355.jpg,False,0.000140
NV,ISIC_0034356.jpg,False,0.000095
NV,ISIC_0034357.jpg,False,0.000034
NV,ISIC_0034359.jpg,False,0.000011
NV,ISIC_0034364.jpg,False,0.000041
NV,ISIC_0034365.jpg,False,0.000034
NV,ISIC_0034367.jpg,False,0.000059
NV,ISIC_0034369.jpg,False,0.000046
NV,ISIC_0034372.jpg,False,0.000036
NV,ISIC_0034374.jpg,False,0.000062
NV,ISIC_0034377.jpg,False,0.000541
NV,ISIC_0034378.jpg,False,0.000055
NV,ISIC_0034379.jpg,False,0.000252
NV,ISIC_0034380.jpg,False,0.000065
NV,ISIC_0034385.jpg,False,0.000030
NV,ISIC_0034389.jpg,False,0.000065
NV,ISIC_0034391.jpg,False,0.000031
NV,ISIC_0034392.jpg,False,0.000033
NV,ISIC_0034393.jpg,False,0.000034
NV,ISIC_0034395.jpg,False,0.000107
NV,ISIC_0034397.jpg,False,0.000095
NV,ISIC_0034399.jpg,False,0.000042
NV,ISIC_0034400.jpg,False,0.000086
NV,ISIC_0034401.jpg,False,0.000037
NV,ISIC_0034403.jpg,False,0.000061
NV,ISIC_0034407.jpg,False,0.000446
NV,ISIC_0034408.jpg,False,0.000091
NV,ISIC_0034412.jpg,False,0.000238
NV,ISIC_0034414.jpg,False,0.000029
NV,ISIC_0034415.jpg,False,0.000050
NV,ISIC_0034417.jpg,False,0.000070
NV,ISIC_0034418.jpg,False,0.000040
NV,ISIC_0034419.jpg,False,0.000040
NV,ISIC_0034420.jpg,False,0.000041
NV,ISIC_0034423.jpg,False,0.000034
NV,ISIC_0034424.jpg,False,0.000029
NV,ISIC_0034425.jpg,False,0.000036
NV,ISIC_0034426.jpg,False,0.000317
NV,ISIC_0034428.jpg,False,0.000070
NV,ISIC_0034429.jpg,False,0.000055
NV,ISIC_0034430.jpg,False,0.000063
NV,ISIC_0034431.jpg,False,0.000030
NV,ISIC_0034433.jpg,False,0.000078
NV,ISIC_0034434.jpg,False,0.000050
NV,ISIC_0034435.jpg,False,0.000029
NV,ISIC_0034437.jpg,False,0.000042
NV,ISIC_0034439.jpg,False,0.000037
NV,ISIC_0034440.jpg,False,0.000079
NV,ISIC_0034441.jpg,False,0.000200
NV,ISIC_0034442.jpg,False,0.000039
NV,ISIC_0034443.jpg,False,0.000017
NV,ISIC_0034444.jpg,False,0.000078
NV,ISIC_0034445.jpg,False,0.000119
NV,ISIC_0034447.jpg,False,0.000047
NV,ISIC_0034448.jpg,False,0.000034
NV,ISIC_0034449.jpg,False,0.000021
NV,ISIC_0034450.jpg,False,0.000028
NV,ISIC_0034452.jpg,False,0.000095
NV,ISIC_0034454.jpg,False,0.000063
NV,ISIC_0034456.jpg,False,0.000018
NV,ISIC_0034458.jpg,False,0.000140
NV,ISIC_0034461.jpg,False,0.000101
NV,ISIC_0034463.jpg,False,0.000062
NV,ISIC_0034464.jpg,False,0.000081
NV,ISIC_0034465.jpg,False,0.000057
NV,ISIC_0034466.jpg,False,0.000030
NV,ISIC_0034468.jpg,False,0.002063
NV,ISIC_0034469.jpg,False,0.000034
NV,ISIC_0034474.jpg,False,0.000061
NV,ISIC_0034475.jpg,False,0.000057
NV,ISIC_0034476.jpg,False,0.000062
NV,ISIC_0034480.jpg,False,0.000010
NV,ISIC_0034481.jpg,False,0.000031
NV,ISIC_0034483.jpg,False,0.000025
NV,ISIC_0034484.jpg,False,0.000044
NV,ISIC_0034488.jpg,False,0.000000
NV,ISIC_0034489.jpg,False,0.000023
NV,ISIC_0034491.jpg,False,0.000014
NV,ISIC_0034495.jpg,False,0.000020
NV,ISIC_0034496.jpg,False,0.000026
NV,ISIC_0034498.jpg,False,0.000093
NV,ISIC_0034499.jpg,False,0.000000
NV,ISIC_0034501.jpg,False,0.000022
NV,ISIC_0034502.jpg,False,0.000085
NV,ISIC_0034503.jpg,False,0.000075
NV,ISIC_0034506.jpg,False,0.000086
NV,ISIC_0034507.jpg,False,0.000079
NV,ISIC_0034509.jpg,False,0.000064
NV,ISIC_0034511.jpg,False,0.000062
NV,ISIC_0034512.jpg,False,0.000092
NV,ISIC_0034513.jpg,False,0.000017
NV,ISIC_0034514.jpg,False,0.000030
NV,ISIC_0034515.jpg,False,0.000071
NV,ISIC_0034516.jpg,False,0.000065
NV,ISIC_0034517.jpg,False,0.000051
NV,ISIC_0034518.jpg,False,0.000080
NV,ISIC_0034519.jpg,False,0.000058
NV,ISIC_0034520.jpg,False,0.000069
NV,ISIC_0034522.jpg,False,0.000051
NV,ISIC_0034524.jpg,False,0.000057
NV,ISIC_0034525.jpg,False,0.000024
NV,ISIC_0034527.jpg,False,0.000032
NV,ISIC_0034528.jpg,False,0.000013
NV,ISIC_0034530.jpg,False,0.000194
NV,ISIC_0034532.jpg,False,0.000101
NV,ISIC_0034533.jpg,False,0.000173
NV,ISIC_0034534.jpg,False,0.000056
NV,ISIC_0034537.jpg,False,0.000032
NV,ISIC_0034540.jpg,False,0.000119
NV,ISIC_0034541.jpg,False,0.000060
NV,ISIC_0034543.jpg,False,0.000057
NV,ISIC_0034544.jpg,False,0.000012
NV,ISIC_0034551.jpg,False,0.000127
NV,ISIC_0034552.jpg,False,0.000049
NV,ISIC_0034553.jpg,False,0.000130
NV,ISIC_0034556.jpg,False,0.000091
NV,ISIC_0034557.jpg,False,0.000058
NV,ISIC_0034558.jpg,False,0.000024
NV,ISIC_0034559.jpg,False,0.000077
NV,ISIC_0034560.jpg,False,0.000028
NV,ISIC_0034562.jpg,False,0.000076
NV,ISIC_0034563.jpg,False,0.000032
NV,ISIC_0034564.jpg,False,0.000093
NV,ISIC_0034566.jpg,False,0.000027
NV,ISIC_0034567.jpg,False,0.000056
NV,ISIC_0034568.jpg,False,0.000051
NV,ISIC_0034576.jpg,False,0.000023
NV,ISIC_0034577.jpg,False,0.000021
NV,ISIC_0034581.jpg,False,0.000106
NV,ISIC_0034582.jpg,False,0.000026
NV,ISIC_0034586.jpg,False,0.000026
NV,ISIC_0034587.jpg,False,0.000058
NV,ISIC_0034589.jpg,False,0.000037
NV,ISIC_0034590.jpg,False,0.000020
NV,ISIC_0034592.jpg,False,0.000054
NV,ISIC_0034593.jpg,False,0.000057
NV,ISIC_0034594.jpg,False,0.000040
NV,ISIC_0034600.jpg,False,0.000108
NV,ISIC_0034601.jpg,False,0.000144
NV,ISIC_0034602.jpg,False,0.000022
NV,ISIC_0034603.jpg,False,0.000081
NV,ISIC_0034604.jpg,False,0.000040
NV,ISIC_0034607.jpg,False,0.000030
NV,ISIC_0034609.jpg,False,0.000044
NV,ISIC_0034610.jpg,False,0.000035
NV,ISIC_0034611.jpg,False,0.000099
NV,ISIC_0034613.jpg,False,0.000040
NV,ISIC_0034616.jpg,False,0.000037
NV,ISIC_0034617.jpg,False,0.000046
NV,ISIC_0034619.jpg,False,0.000057
NV,ISIC_0034620.jpg,False,0.000144
NV,ISIC_0034623.jpg,False,0.000119
NV,ISIC_0034624.jpg,False,0.000081
NV,ISIC_0034625.jpg,False,0.000044
NV,ISIC_0034626.jpg,False,0.000121
NV,ISIC_0034629.jpg,False,0.000035
NV,ISIC_0034632.jpg,False,0.000015
NV,ISIC_0034634.jpg,False,0.000047
NV,ISIC_0034635.jpg,False,0.000000
NV,ISIC_0034636.jpg,False,0.000058
NV,ISIC_0034637.jpg,False,0.000030
NV,ISIC_0034639.jpg,False,0.000114
NV,ISIC_0034640.jpg,False,0.000058
NV,ISIC_0034641.jpg,False,0.000020
NV,ISIC_0034643.jpg,False,0.000066
NV,ISIC_0034645.jpg,False,0.000067
NV,ISIC_0034648.jpg,False,0.000075
NV,ISIC_0034649.jpg,False,0.000059
NV,ISIC_0034653.jpg,False,0.000574
NV,ISIC_0034654.jpg,False,0.000014
NV,ISIC_0034321.jpg,True,0.002969
NV,ISIC_0034363.jpg,True,0.000054
NV,ISIC_0034370.jpg,True,0.014385
NV,ISIC_0034467.jpg,True,0.000060
NV,ISIC_0034510.jpg,True,0.001893
NV,ISIC_0034569.jpg,True,0.001049
NV,ISIC_0034580.jpg,True,0.000000
NV,ISIC_0034583.jpg,True,0.000066
NV,ISIC_0034599.jpg,True,0.000600
NV,ISIC_0034621.jpg,True,0.001633
NV,ISIC_0034627.jpg,True,0.000006
